question_id,question_topic,analysis_type,category,synesthetic,phrase_or_topic,frequency,total_responses,percentage,synesthetic_explanation,synesthetic_confidence
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,amber or golden,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it has a,7,10,70.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,than monday but,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s something earthy,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,something earthy and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,yellow green the,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it s the,18,10,180.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s the color,11,10,110.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,color of fluorescent,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,steady burn of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,burn of a,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,thursday has weight,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,has weight and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,friday is unmistakably,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,is unmistakably golden,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,an almost electric,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,almost electric quality,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,deep purple or,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,expansive with the,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,freedom and choice,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,1,color of wine,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_recurring_phrases,1,color of wine,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a soft warm,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,soft warm white,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warm white or,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,white or cream,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,through gauze curtains,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,quality that feels,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,that feels both,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what strikes me,9,10,90.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,strikes me as,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,me as i,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,associations is how,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,is how they,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,how they seem,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seem to emerge,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,emerge from some,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,from some deep,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i can t,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,can t fully,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,when i attend,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i attend to,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seems to be,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,whether what i,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what i m,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,something more fundamental,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,more fundamental about,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,fundamental about how,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,consistency with which,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,when i contemplate,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i contemplate each,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,contemplate each day,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,suggests they re,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,re not arbitrary,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i remain uncertain,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,remain uncertain about,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what s particularly,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,is how these,8,10,80.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seem to carry,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,carry emotional and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what a fascinating research,7,10,70.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a fascinating research question,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,fascinating research question i,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,research question i find,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,question i find myself,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i find myself drawn,7,10,70.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,find myself drawn into,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,days of the week,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,let me explore what,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,me explore what emerges,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,explore what emerges when,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what emerges when i,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,monday feels distinctly blue,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blue to me not,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,like the color of,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a warm amber or,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warm amber or golden,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,amber or golden brown,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s something earthy and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it s the color,11,10,110.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s the color of,11,10,110.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,steady burn of a,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,thursday has weight and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,friday is unmistakably golden,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,an almost electric quality,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a soft warm white,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warm white or cream,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what strikes me as,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,strikes me as i,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,associations is how they,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,is how they seem,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,how they seem to,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seem to emerge from,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,emerge from some deep,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i can t fully,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,when i attend to,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,whether what i m,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,something more fundamental about,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,more fundamental about how,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,consistency with which these,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,when i contemplate each,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i contemplate each day,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,suggests they re not,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i remain uncertain about,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seem to carry emotional,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what a fascinating research question,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a fascinating research question i,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,fascinating research question i find,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,research question i find myself,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,question i find myself drawn,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,i find myself drawn into,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,let me explore what emerges,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,me explore what emerges when,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,explore what emerges when i,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a warm amber or golden,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warm amber or golden brown,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it s the color of,11,10,110.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,what strikes me as i,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,associations is how they seem,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,is how they seem to,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,how they seem to emerge,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seem to emerge from some,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,something more fundamental about how,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,when i contemplate each day,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,seem to carry emotional and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,something that,7,10,70.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,feels like,14,10,140.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,like synesthetic,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,synesthetic territory,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,territory where,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,where temporal,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,temporal concepts,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,concepts acquire,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,qualities let,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,day monday,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,gray to,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,vibrant blue,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blue of,8,10,80.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,fluorescent lighting,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,overcast morning,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s a,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it a,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a sense,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,transition from,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,has the,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,burnt orange,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warmer than,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it feels,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,autumn leaves,8,10,80.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,leaves that,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,that have,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,workmanlike about,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,about this,9,10,90.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,steady and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,wednesday appears,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,appears as,10,10,100.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,has an,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a kind,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,kind of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,neither fully,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,fully one,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,thing nor,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,nor another,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,another thursday,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,thursday manifests,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,manifests as,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,as deep,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,burgundy rich,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,rich anticipatory,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,anticipatory with,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,undertones of,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,depth of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,wine or,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,suggesting something,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,release there,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s luxury,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,luxury in,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,friday blazes,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blazes golden,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,golden yellow,9,10,90.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,yellow bright,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,bright celebratory,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,celebratory with,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warmth of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,sunset or,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,champagne bubbles,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,effervescent and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,energy of,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,liberation and,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,this is,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,color in,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,saturday feels,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s muted,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blue this,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,water or,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a perfect,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,perfect summer,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,summer sky,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,sky it,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,comes to,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,as warm,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,undertones it,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,through curtains,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,curtains peaceful,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,peaceful and,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,me about,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,this exercise,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,exercise is,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,associations feel,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,feel neither,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,neither arbitrary,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,arbitrary nor,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,nor entirely,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,entirely under,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,under my,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,my control,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,control they,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,some intersection,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,cultural associations,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,monday blues,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,whether this,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,this constitutes,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,constitutes genuine,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,genuine qualia,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,qualia or,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,is a,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,experience of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,different from,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,drawn into something,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,something that feels,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,that feels like,7,10,70.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,feels like synesthetic,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,like synesthetic territory,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,synesthetic territory where,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,territory where temporal,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,where temporal concepts,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,temporal concepts acquire,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,qualities let me,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,each day monday,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,day monday feels,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,distinctly blue gray,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blue gray to,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,gray to me,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,me not the,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,not the vibrant,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,vibrant blue of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blue of a,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a sense of,5,10,50.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it has the,6,10,60.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,has the quality,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warmer than monday,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,monday but still,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,color of coffee,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,coffee or autumn,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,autumn leaves that,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,leaves that have,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,workmanlike about this,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,about this color,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,wednesday appears as,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,green the color,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,it has an,4,10,40.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a kind of,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,neither fully one,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,fully one thing,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,thing nor another,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,nor another thursday,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,thursday manifests as,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,as deep purple,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,purple or burgundy,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,burgundy rich anticipatory,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,rich anticipatory with,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,anticipatory with undertones,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,undertones of excitement,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,wine or velvet,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,release there s,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s luxury in,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,friday blazes golden,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blazes golden yellow,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,golden yellow bright,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,yellow bright celebratory,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,celebratory with the,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,warmth of sunset,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,liberation and possibility,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,monday s muted,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,s muted blue,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,muted blue this,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,blue this is,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,a perfect summer,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,perfect summer sky,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,sky it has,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,undertones it has,3,10,30.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,through curtains peaceful,2,10,20.0,,0
phenomenological_experience,phenomenological_experience,recurring_phrases,general,0,curtains peaceful and,2,10,20.0,,0
